,OBJECTID,Petition,Petitioner,FromZone,ToZone,Type,SPA,Overlay,INNOV,Acres,PetAcres,Water,Sewer,CityLimit,ZoningMap,ODZ,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Consistent,ProtestPet,Received,Approved,Decision,Hyperlink,Corrective,Propluse,AdminAppr,AdminApprD,AdminApprP,AdminApprC,SFLOTS,THUNITS,CONDOS,APT,TOTUNITS,OFFICE,RETAIL,HOTELRMS,PARKING,OPENSP,ACRESITE,SHAPESTArea,SHAPESTLength,centroid,lat,lng
1831,567535,2011-001,"Automaotive Management Services, Inc. (AMSI)",B-1,B-2(CD),CD,no,,NO,0.451,0.451,CMUD,CMUD,YES,157,445,,,,,,,,2010/10/25 00:00:00+00,2011/02/21 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2010_Petitions/Pages/2011-001.aspx,,Retail,,,,,,,,,,,,,,,,20538.90991210937,808.6239083842728,"{'lng': -80.88226501157945, 'lat': 35.103682850302405}",35.103682850302405,-80.88226501157945
1832,567536,1985-061(C),,,R-15(CD),, ,,,,,,,,,,,,,,,,,,1986/03/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,72716.59881591798,1131.521111953473,"{'lng': -80.9541910584453, 'lat': 35.16579725780213}",35.16579725780213,-80.9541910584453
1833,567537,2000-013,,I-1(CD),INST(CD),,no,,,,,,,,,,,,,,,,,,2000/02/07 00:00:00+00,App,,,,,,,,,,,,,,,,,,,835272.9841918945,3820.626720559087,"{'lng': -80.80330899939814, 'lat': 35.256113899686575}",35.256113899686575,-80.80330899939814
1834,567538,1986-005(C),,,INST(CD),, ,,,,,,,,,,,,,,,,,,1986/06/16 00:00:00+00,,,,,,,,,,,,,,,,,,,,1570419.3848266604,5551.158222315409,"{'lng': -80.80578612572184, 'lat': 35.03177037138554}",35.03177037138554,-80.80578612572184
1835,567539,1990-090,,"B-1, O-6",R-12MF,,no,,,,,,,,,,,,,,,,,,1990/12/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,620986.4935302734,3934.067682427418,"{'lng': -80.74982697222954, 'lat': 35.25086787549083}",35.25086787549083,-80.74982697222954
1836,567540,2016-066,"JWM Family Enterprises, Inc.",O-1,MUDD-O,CD,no,none,NO,5.32,5.32,CMUD,CMUD,YES,135,,Mixed Use Activity Center,South,Main_Kent,Grant Meacci,John Kinley,,NO,2016/02/22 00:00:00+00,2016/07/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-066.aspx,,Mix19,,,,,,,,,,,,,,,,128593.39587402345,1719.576933448979,"{'lng': -80.83149991349593, 'lat': 35.157045465217855}",35.157045465217855,-80.83149991349593
1837,567541,2018-059,Boulevard Real Estate Advisors LLC,I-2,TOD-M,NC,no,none,NO,1.01,1.01,CMUD,CMUD,YES,162,,Corridor,Central,Julia Lund,Grant Meacci,Fortune_Solomon,,,2018/04/19 00:00:00+00,2018/10/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-059.aspx,,,,,,,,,,,,,,,,,,52219.88494873047,1112.5058293542613,"{'lng': -80.85624584715774, 'lat': 35.2227178359044}",35.2227178359044,-80.85624584715774
1838,567542,1985-024(C),,,B-1SCD,, ,,,,,,,,,,,,,,,,,,1985/07/18 00:00:00+00,,,,,,,,,,,,,,,,,,,,637841.0278320311,3180.6990570000316,"{'lng': -80.96257116591929, 'lat': 35.116482850424056}",35.116482850424056,-80.96257116591929
1839,567543,1993-050,,I-2,I-1,,no,,,,,,,,,,,,,,,,,,1993/10/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,479922.1434936523,2768.493330771968,"{'lng': -80.82380678778875, 'lat': 35.27382661446278}",35.27382661446278,-80.82380678778875
1840,567544,2013-081,Joanna Andrinopoulos,B-1,MUDD(CD),CD,no,none,NO,0.45,0.45,CMUD,CMUD,YES,102,,Corridor,Central,Main_Kent,Goodwin_Alan,,,NO,2013/06/24 00:00:00+00,2013/11/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2013Petitions/Pages/2013-081.aspx,NO,TOD-M,,,,,,,,,,,,,,,,24290.02960205078,689.674289726075,"{'lng': -80.85744050479785, 'lat': 35.212462013416484}",35.212462013416484,-80.85744050479785
1841,567545,2006-021,"Young Properties of Charlotte, LLC",R-3,R-12MF(CD),CD,no,,,0.9981,1.12,CMUD,PRV,NO,54,457,,Northeast,Moore_Eddie,Dixon_Bridget,Sanders_Sonja,YES,,2005/11/18 00:00:00+00,2006/03/20 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,48822.786865234375,1195.0319090174314,"{'lng': -80.73832230568298, 'lat': 35.3360352774351}",35.3360352774351,-80.73832230568298
1842,567546,2019-102,City of Charlotte,R-17MF,TOD-TR,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,77,,Wedge,North,Erin Brooks,Grant Meacci,Michael Russell,,,2019/07/17 11:05:10+00,2019/11/18 08:16:11+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,3707850.535400391,11279.916139942236,"{'lng': -80.77108103292468, 'lat': 35.27288994715628}",35.27288994715628,-80.77108103292468
1843,567547,2001-023,,R-3,R-4,,no,,,,,,,,,,,,,,,,,,2001/03/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1583312.0366210938,5181.736309301988,"{'lng': -80.74201437959142, 'lat': 35.34565097448816}",35.34565097448816,-80.74201437959142
1844,567548,1996-025,,"R-22MF, O-6(CD)",O-1(CD),,no,,,,,,,,,,,,,,,,,,1996/05/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,33703.191650390625,736.5935770174913,"{'lng': -80.88202863461444, 'lat': 35.26787849375029}",35.26787849375029,-80.88202863461444
1845,567549,2007-118,Brookechase Properties,R-3,R-5(CD),CD,no,,,5.0,5.0,CMUD,CMUD,YES,124,85,Center,South,Main_Kent,Dhindaw_Jaya,Drake_Tom,YES,,2007/06/21 00:00:00+00,,Wd, ,,,,,,,,,,,,,,,,,,39742.57769775391,855.8748189564651,"{'lng': -80.80464986885086, 'lat': 35.17000910972279}",35.17000910972279,-80.80464986885086
1846,567550,1986-115,,,R-6,, ,,,,,,,,,,,,,,,,,,1987/01/20 00:00:00+00,,,,,,,,,,,,,,,,,,,,107586.25769042967,2324.908051998702,"{'lng': -80.85699338588603, 'lat': 35.25278490344273}",35.25278490344273,-80.85699338588603
1847,567551,2019-010,"JDSI, LLC",R-3,R-8,NC,no,LLW-PA,NO,33.4848,33.4848,CMUD,CMUD,YES,"62,67",,Wedge,North,Charlotte Lamb,Grant Meacci,Michael Russell,,,2019/01/10 11:40:49+00,2019/04/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-010.aspx,,,,,,,,,,,,,,,,,,806370.755065918,3751.323585222676,"{'lng': -80.91871619501643, 'lat': 35.29940205975267}",35.29940205975267,-80.91871619501643
1848,567552,1989-032,,R-6MF,I-2,,no,,,,,,,,,,,,,,,,,,1989/06/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,40001.02526855469,923.567208951445,"{'lng': -80.89267501130826, 'lat': 35.18527999157333}",35.18527999157333,-80.89267501130826
1849,567553,2003-066,,R-5,MUDD-O,,no,,,,,,,,,,,,,,,,,,2003/09/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,11881.208374023438,457.30614570697816,"{'lng': -80.80659741538744, 'lat': 35.246230400323}",35.246230400323,-80.80659741538744
1850,567554,1992-050,,O-1,R-3,,no,,,,,,,,,,,,,,,,,,1992/10/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,74834.1845703125,1716.7024239266073,"{'lng': -80.74531600731326, 'lat': 35.20454443119947}",35.20454443119947,-80.74531600731326
1851,567555,2010-023,RED Partners,NS,NS,CD,SPA,,,0.0,0.0,CMUD,CMUD,YES,185,336,Wedge,South,Suttle_Bryman,Dhindaw_Jaya,Drake_Tom,YES,,2009/12/21 00:00:00+00,2010/05/18 00:00:00+00,App, ,,Res_Off_Retail,,,,,,,,,,,,,,,,24423.49151611328,711.3135386673291,"{'lng': -80.84069376862315, 'lat': 35.02553514902655}",35.02553514902655,-80.84069376862315
1852,567556,1994-011(C),,"R-3, R-17MF, I-1",I-1(CD),,no,,,,,,,,,,,,,,,,,,1994/04/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,6053014.301025392,13103.569355571928,"{'lng': -80.94484248054023, 'lat': 35.148681952927944}",35.148681952927944,-80.94484248054023
1853,567557,2017-079,McKinney Holdings NC II LLC,B-2(CD),TOD-M(CD),CD,no,none,NO,14.0,14.0,CMUD,CMUD,YES,71,,Corridor,East,Sanders_Sonja,Monica Holmes,Sanders_Sonja,,,2017/03/27 00:00:00+00,2017/10/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-079.aspx,,TOD-M,,,,,,,,,,,,,,,,616547.6475219728,4159.396917813828,"{'lng': -80.76042744757409, 'lat': 35.28392710991261}",35.28392710991261,-80.76042744757409
1854,567558,1993-024(C),,R-9PUD,B-1(CD),,no,,,,,,,,,,,,,,,,,,1993/10/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,426190.4884033203,2777.6466503721467,"{'lng': -80.86446145465341, 'lat': 35.34854255986599}",35.34854255986599,-80.86446145465341
1855,567559,2016-064,"United States Performance Center, LLC",R-3,MUDD-O,CD,no,none,NO,48.25,48.25,CMUD,CMUD,NO,177,,Wedge,South,Main_Kent,Grant Meacci,John Kinley,,,2016/02/22 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-064.aspx,,,,,,,,,,,,,,,,,,2301320.7201538086,9256.554021440741,"{'lng': -80.78861899072643, 'lat': 35.06390335575124}",35.06390335575124,-80.78861899072643
1856,567560,2009-006,NoDa Tidewater Development LLC,I-1,UR-2,NC,no,,,13.57,13.57,CMUD,CMUD,YES,89,220,Corridor,Northeast-Transit,Cornett_Kathy,Dhindaw_Jaya,Keplinger_Tammie,NO,,2008/10/27 00:00:00+00,2009/03/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2009-006.aspx,,,,,,,,,,,,,,,,,,8261.759643554688,434.9192654306696,"{'lng': -80.79916696276076, 'lat': 35.251915762439886}",35.251915762439886,-80.79916696276076
1857,567561,2011-045,Catholic Diocese of Charlotte Housing Corporation,R-12(CD),INST(CD),CD,no,,NO,20.6,20.6,CMUD,CMUD,YES,155,360,,,,,Sanders_Sonja,,,2011/04/25 00:00:00+00,2011/09/26 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2011_Petitions/Pages/2011-045.aspx,,,,,,,,,,,,,,,,,,845861.5406494141,4271.5385245633615,"{'lng': -80.96640442831345, 'lat': 35.11618965337501}",35.11618965337501,-80.96640442831345
1858,567562,2017-072,"SMS Catering Service, Inc.",B-2(CD),NS,CD,no,none,NO,4.68,4.68,CMUD,CMUD,YES,"100, 113",,Wedge,East,Amanda Vari,Monica Holmes,Sanders_Sonja,,,2017/03/23 00:00:00+00,2017/09/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-072.aspx,,Res_Off_Retail,,,,,,,,,,,,,,,,69242.31243896483,1077.8877415252,"{'lng': -80.77202142251437, 'lat': 35.21264129405787}",35.21264129405787,-80.77202142251437
1859,567563,1987-036(C),,,R-20(INNOV),, ,,,,,,,,,,,,,,,,,,1987/08/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,1064093.7734375,5040.791654730934,"{'lng': -80.7323824909912, 'lat': 35.26311369024027}",35.26311369024027,-80.7323824909912
1860,567564,2004-134,Real Estate Development Partners LLC,O-1(CD),NS,CD,no,,,5.9715,9.48,ND,ND,YES,180,327,,South,Main_Kent,Dixon_Bridget,Drake_Tom,YES, ,2004/08/10 00:00:00+00,2005/10/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-134%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,260118.84051513672,2023.194104852748,"{'lng': -80.7704187871353, 'lat': 35.054957900632594}",35.054957900632594,-80.7704187871353
1861,567565,2008-069,Charlotte Douglas Airport,B-2,I-2,NC,no,LLW-PA,,,,,,,,,Center,Southwest,Alberto Gonzalez,Alan Goodwin,Tammy Keplinger,YES,,2008/02/04 00:00:00+00,2008/07/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,214851.92541503906,2184.7253925621494,"{'lng': -80.96194125395334, 'lat': 35.239059454920714}",35.239059454920714,-80.96194125395334
1862,567566,2006-054,Neighboring Concepts,I-2,MUDD(CD),CD,no,,,,20.0,CMUD,CMUD,YES,"87, 103",183,,West-Transit,Main_Kent,Howard_John,Keplinger_Tammie,YES,,2006/01/23 00:00:00+00,2006/06/19 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,982731.2001953124,4651.93065156387,"{'lng': -80.86997735065204, 'lat': 35.23249752680042}",35.23249752680042,-80.86997735065204
1863,567567,1993-079A,,R-22MF,R-6,,no,,,,,,,,,,,,,,,,,,1993/10/25 00:00:00+00,App,,,,,,,,,,,,,,,,,,,262333.8875732422,2131.535162593231,"{'lng': -80.83085076625852, 'lat': 35.21072182107165}",35.21072182107165,-80.83085076625852
1864,567568,2007-145,Tribek Properties,R-3,NS,CD,,,,6.35,6.35,CMUD,CMUD,YES,45,411,Wedge,Northwest,Osborne_Alysia,Urban Design Team,Keplinger_Tammie,NO,,2007/08/24 00:00:00+00,2008/04/21 00:00:00+00,App, ,,Res_Off_Retail,,,,,,,,,,,,,,,,274892.86505126953,2392.830160702249,"{'lng': -80.8691041878975, 'lat': 35.3555924229428}",35.3555924229428,-80.8691041878975
1865,567569,1990-010(C),,B-1SCD,B-1SCD,,SPA,,,,,,,,,,,,,,,,,,1990/04/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,406209.72052001953,2592.9652654811603,"{'lng': -80.81524191276235, 'lat': 35.053110181813814}",35.053110181813814,-80.81524191276235
1866,567570,1993-067D,,I-2,I-1,,no,,,,,,,,,,,,,,,,,,1993/11/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,322139.01849365234,2799.888345769049,"{'lng': -80.8783629239785, 'lat': 35.17967530748148}",35.17967530748148,-80.8783629239785
1867,567571,2017-033,Spectrum Properties,CC,CC,CD,SPA,none,NO,29.01,29.01,CMUD,CMUD,NO,39-41,,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Fortune_Solomon,,,2016/12/19 00:00:00+00,2017/02/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-033.aspx,,,,,,,,,,,,,,,,,,1341346.5219116209,5288.557906797586,"{'lng': -80.74454669530242, 'lat': 35.36641644479268}",35.36641644479268,-80.74454669530242
1868,567572,2005-115,Clementi South LLC,R-3,R-8MF(CD),CD,no,,,4.2153,6.99,CMUD,CMUD,YES,45,411,,Northwest,Gillon_Joyce,Howard_John,Keplinger_Tammie,YES,,2005/04/22 00:00:00+00,2005/09/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-115%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,183621.7727050781,1767.125818065368,"{'lng': -80.88344740543022, 'lat': 35.34687967219112}",35.34687967219112,-80.88344740543022
1869,567573,2008-034,Metro Landmarks,R-22MF,O-2,NC,no,PED,,0.23,0.23,CMUD,CMUD,YES,111,145,Corridor,Central,Howard_John,Dhindaw_Jaya,Manes_Tim,YES,,2007/11/16 00:00:00+00,2008/03/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,12199.87109375,566.4638940720968,"{'lng': -80.85630781242492, 'lat': 35.209680848993955}",35.209680848993955,-80.85630781242492
1870,567574,2007-133,Jerry N. Helms,R-3,B-1(CD),CD,no,,,1.98,1.98,CMUD,PRV,NO,97,283,Wedge,East,McCullough_Melony,Urban Design Team,Lyte-Graham_Claire,NO,,2007/07/20 00:00:00+00,2007/11/19 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,102929.3818359375,1309.770698911011,"{'lng': -80.63843732187033, 'lat': 35.22377194397086}",35.22377194397086,-80.63843732187033
1871,567575,2013-020,"Durban Devlopment, LLC",B-1SCD,NS,CD,SPA,None,NO,1.04,1.04,CMUD,CMUD,YES,,,Wedge,East,Osborne_Alysia,Jones_Michelle,Sanders_Sonja,,,2012/11/26 00:00:00+00,2013/04/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2013Petitions/Pages/2013-020.aspx,NO,Retail,,,,,,,,,,,,,,,,55961.15167236328,976.4847582522107,"{'lng': -80.74005156877534, 'lat': 35.23696474783057}",35.23696474783057,-80.74005156877534
1872,567576,2009-054,"TMV Partners on Sharon Amity Road, LLC",O-2,MUDD-O,NC,no,,,0.877,0.877,CMUD,CMUD,YES,124,85,Mixed Use Activity Center,South,Suttle_Bryman,Dhindaw_Jaya,Lyte-Graham_Claire,NO,,2009/04/27 00:00:00+00,2009/09/21 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2009-054.aspx,,,,,,,,,,,,,,,,,,44679.41284179688,848.0719665763307,"{'lng': -80.79656081246667, 'lat': 35.17608969336384}",35.17608969336384,-80.79656081246667
1873,567577,2014-064,"Marsh Properties, LLC",R-8,MUDD-O,CD,no,none,NO,,59.4,CMUD,CMUD,YES,110,,Corridor,Central,Main_Kent,Dixon_Bridget,,,NO,2014/04/28 00:00:00+00,2014/11/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-064.aspx,,Res_Off_Retail,,,,,,,,,,,,,,,,70010.40063476562,1229.4859326124993,"{'lng': -80.86307024536625, 'lat': 35.19946060358055}",35.19946060358055,-80.86307024536625
1874,567578,2015-022,"Lincoln Harris, LLC",R-3,MUDD-O,CD,no,none,NO,144.0,194.0,CMUD,CMUD,YES,"180, 181",,Wedge,South,Main_Kent,Dixon_Bridget,Fortune_Solomon,,NO,2014/11/24 00:00:00+00,2015/04/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-022.aspx,,Res_Off_Retail,,,,,,,,,,,,,,,,6363772.260986327,11714.973863056333,"{'lng': -80.77677539924876, 'lat': 35.05342798722738}",35.05342798722738,-80.77677539924876
1875,567579,2000-068,,"R-4, O-1(CD)",INST(CD),,no,,,,,,,,,,,,,,,,,,2000/05/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,912064.912109375,3872.1840639769953,"{'lng': -80.8549334990438, 'lat': 35.2795788481655}",35.2795788481655,-80.8549334990438
1876,567580,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,none,NO,0.33,0.33,CMUD,CMUD,YES,102,,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,,,2018/12/14 00:00:00+00,2019/04/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-142.aspx,,,,,,,,,,,,,,,,,,20965.6181640625,601.4311400170491,"{'lng': -80.85519286599565, 'lat': 35.21673430901841}",35.21673430901841,-80.85519286599565
1877,567581,2008-074,Public Library of Charlotte Meck,B-1SCD,B-1(CD),CD,no,,,1.54,1.54,CMUD,CMUD,YES,99,73,Wedge,East,Osborne_Alysia,Jaya Dhindaw,Fortune_Solomon,YES,,2008/02/22 00:00:00+00,2008/06/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,78214.13354492188,1100.7880246290856,"{'lng': -80.72785095146142, 'lat': 35.22292058169542}",35.22292058169542,-80.72785095146142
1878,567582,2019-102,City of Charlotte,B-29(CD),TOD-CC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,157,,Corridor,South,Scott Correll,Grant Meacci,John Kinley,,,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,111700.7319946289,1359.94581900797,"{'lng': -80.88290895587188, 'lat': 35.11092937110672}",35.11092937110672,-80.88290895587188
1879,567583,1997-019(C),,R-3,R-4(CD),,no,,,,,,,,,,,,,,,,,,1997/07/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1940057.7181396484,7491.552718621679,"{'lng': -80.9653206786146, 'lat': 35.14989785002221}",35.14989785002221,-80.9653206786146
1880,567584,2005-064,Robert Middleton,O-15(CD),INST(CD),CD,no,,,1.3778,1.32,CMUD,CMUD,YES,61,408,,Northwest,Gillon_Joyce,Howard_John,Waldron_Charlotte,YES, ,2005/01/27 00:00:00+00,2005/07/18 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-064%20Approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,60021.0771484375,1152.6889034757605,"{'lng': -80.86458632809403, 'lat': 35.31406065541232}",35.31406065541232,-80.86458632809403
1881,567585,1995-043,,"R-3, B-1SCD",R-17MF(CD),,no,,,,,,,,,,,,,,,,,,1995/06/26 00:00:00+00,App,,,,,,,,,,,,,,,,,,,866840.2639160156,4133.260832697393,"{'lng': -80.92785341886875, 'lat': 35.14954199234072}",35.14954199234072,-80.92785341886875
1882,567586,2005-083,University City United Methodist Church,R-15MF(CD),INST(CD),CD,no,,,15.8179,14.63,CMUD,CMUD,YES,52,251,,West-Transit,Cornett_Kathy,Dixon_Bridget,Sanders_Sonja,YES,,2005/02/28 00:00:00+00,2005/07/18 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-083%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,689025.4021606445,3387.8844403763073,"{'lng': -80.79737238316454, 'lat': 35.33095231702933}",35.33095231702933,-80.79737238316454
1883,567587,2013-002,Steele Creek (1997) Limited Partnership,R-3,I-1(CD),CD,no,None,NO,69.6,114.0,CMUD,CMUD,NO,132,,Wedge,Southwest,Gonzalez_Alberto,Dixon_Bridget,Lyte-Graham_Claire,,,2012/10/22 00:00:00+00,2013/04/22 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2013Petitions/Pages/2013-002.aspx,NO,Mix15,,,,,,,,,,,,,,,,2765996.4970703125,9920.151398600578,"{'lng': -80.94979133131119, 'lat': 35.160656089923116}",35.160656089923116,-80.94979133131119
1884,567588,1998-012(C),,R-3,R-4(CD),,no,,,,,,,,,,,,,,,,,,1998/04/14 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1802310.24798584,8741.839979970655,"{'lng': -80.65604322756462, 'lat': 35.23472782973353}",35.23472782973353,-80.65604322756462
1885,567589,2018-163,Suncap Property Group LLC,R-8,R-8(CD),CD,no,none,NO,1.75,1.75,CMUD,CMUD,YES,111,,Wedge,Central,Catherine Mahoney,Grant Meacci,Solomon Fortune,,,2018/12/14 13:50:53+00,2019/09/16 08:21:47+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-163.aspx,,,,,,,,,,,,,,,,,,35978.22351074219,875.5211140821091,"{'lng': -80.84238470937235, 'lat': 35.20553991712085}",35.20553991712085,-80.84238470937235
1886,567590,2019-102,City of Charlotte,O-2,TOD-TR,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,134,,Corridor,South,Scott Correll,Grant Meacci,John Kinley,,,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,34991.91345214844,751.8162397964471,"{'lng': -80.87385614796237, 'lat': 35.15623014513641}",35.15623014513641,-80.87385614796237
1887,567591,1998-068,,"R-3, R-12MF(CD)",R-6(CD),,no,,,,,,,,,,,,,,,,,,1998/09/23 00:00:00+00,App,,,,,,,,,,,,,,,,,,,691971.8201293945,3341.657540500083,"{'lng': -80.8099313442109, 'lat': 35.28451285214981}",35.28451285214981,-80.8099313442109
1888,567592,2018-104,"Pal-A-Roos Properties, LLC",INST(CD),INST(CD),CD,SPA,none,NO,3.25,3.25,CMUD,CMUD,YES,53,,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2018/08/20 00:00:00+00,2018/12/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-104.aspx,,,,,,,,,,,,,,,,,,166843.025390625,2716.7224456361073,"{'lng': -80.77298078863129, 'lat': 35.32931412992138}",35.32931412992138,-80.77298078863129
1889,567593,1992-034,,I-1,B-1,,no,,,,,,,,,,,,,,,,,,1992/08/24 00:00:00+00,App,,,,,,,,,,,,,,,,,,,411972.2005004883,3064.865256429043,"{'lng': -80.93880882256043, 'lat': 35.13617750673647}",35.13617750673647,-80.93880882256043
1890,567594,2007-057,Charlotte-Mecklenburg Planning Commission,I-2,TOD-M,NC,no,,,12.36,12.36,CMUD,CMUD,YES,126,139,Corridor,South-Transit,Main_Kent,Vincent_Kourtnie,Manes_Tim,YES,,2007/02/13 00:00:00+00,2007/06/18 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,532161.3509521484,3311.1499635723394,"{'lng': -80.87738197994275, 'lat': 35.18406119570947}",35.18406119570947,-80.87738197994275
1891,567595,2005-130,Carolina Health Care System,R-3,O-2(CD),CD,no,,,17.1959,16.3,CMUD,CMUD,NO,"154, 171",356,,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Keplinger_Tammie,YES,,2005/06/18 00:00:00+00,2005/10/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-130%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,749051.4506835938,4325.911458925457,"{'lng': -80.99279742619902, 'lat': 35.09928478516502}",35.09928478516502,-80.99279742619902
1892,567596,2001-020,,R-3,R-8MF(CD),,no,,,,,,,,,,,,,,,,,,2001/04/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,73817.98199462889,1295.691552892769,"{'lng': -80.79386344746902, 'lat': 35.15178517228087}",35.15178517228087,-80.79386344746902
1893,567597,2019-102,City of Charlotte,MUDD,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,44336.92498779297,853.5184240469562,"{'lng': -80.85664070757758, 'lat': 35.21320361116111}",35.21320361116111,-80.85664070757758
1894,567598,1987-016,,,R-12MF,, ,,,,,,,,,,,,,,,,,,1987/04/22 00:00:00+00,,,,,,,,,,,,,,,,,,,,86521.85552978517,1835.2248143644729,"{'lng': -80.85299986108241, 'lat': 35.267721181955544}",35.267721181955544,-80.85299986108241
1895,567599,2008-112,"Westlake Holdings, LLC",B-1SCD,B-1(CD),CD,no,CR/LW-PA,,22.13,22.13,CMUD,CMUD,YES,"62,67",404,Wedge,Northwest,Wendy Martz,Goodwin_Alan,Lyte-Graham_Claire,NO,,2008/04/25 00:00:00+00,2009/04/27 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,1315315.5197143557,4849.717727246155,"{'lng': -80.92133804351509, 'lat': 35.299208705415595}",35.299208705415595,-80.92133804351509
