OBJECTID,Petition,Petitioner,FromZone,ToZone,Type,SPA,Overlay,INNOV,Acres,PetAcres,Water,Sewer,CityLimit,ZoningMap,ODZ,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Consistent,ProtestPet,Received,Approved,Decision,Hyperlink,Corrective,Propluse,AdminAppr,AdminApprD,AdminApprP,AdminApprC,SFLOTS,THUNITS,CONDOS,APT,TOTUNITS,OFFICE,RETAIL,HOTELRMS,PARKING,OPENSP,ACRESITE,SHAPESTArea,SHAPESTLength,centroid
566991,1993-096A,,I-2,R-5,,no,,,,,,,,,,,,,,,,,,1993/11/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,11339.861572265625,449.1133096989472,"{'lng': -80.87172098972515, 'lat': 35.23987034180137}"
566992,1996-073,,I-1,I-2,,no,,,,,,,,,,,,,,,,,,1996/10/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,700957.6531982422,3672.3344322021526,"{'lng': -80.845086911315, 'lat': 35.33297727615551}"
566993,2019-139,"JDSI, LLC",R-12MF(CD),R-8,NC,no,none,NO,5.3226,5.3225,CMUD,CMUD,YES,114,,Wedge,East,Charlotte Lamb,Grant Meacci,Will Linville,,,2019/09/05 10:01:53+00,2020/02/17 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-139.aspx,,,,,,,,,,,,,,,,,,215032.02569580078,2403.98333726232,"{'lng': -80.72741018186406, 'lat': 35.20960046499512}"
566994,1987-022(C),,,I-2(CD),, ,,,,,,,,,,,,,,,,,,1987/06/15 00:00:00+00,,,,,,,,,,,,,,,,,,,,393174.515625,2698.827394667388,"{'lng': -80.98503563893385, 'lat': 35.23935749917239}"
566995,1985-081,,,UMUD-O,, ,,,,,,,,,,,,,,,,,,1985/11/18 00:00:00+00,,,,,,,,,,,,,,,,,,,,4874.081298828125,360.4234468757523,"{'lng': -80.84113698129823, 'lat': 35.22767750200038}"
566996,1994-023,,R-15MF(CD),R-5,,no,,,,,,,,,,,,,,,,,,1994/09/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,177851.64031982422,1812.2345305661781,"{'lng': -80.83990017515922, 'lat': 35.097939932537265}"
566997,1989-024,,B-1SCD,B-1SCD,,SPA,,,,,,,,,,,,,,,,,,1989/04/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,841583.0798950195,4142.15999468898,"{'lng': -80.87905864914663, 'lat': 35.13845068656791}"
566998,2004-106,The Reservoir Company,O-2,MUDD(CD),CD,no,,,1.4938,1.19,CMUD,CMUD,YES,125,138,,Central,Neely_Cheryl,Howard_John,Drake_Tom,YES, ,2004/06/18 00:00:00+00,,Wd, ,,,,,,,,,,,,,,,,,,65070.8564453125,1036.5776017940589,"{'lng': -80.85151837829953, 'lat': 35.17405386807365}"
566999,2013-067,Charter Properties,BP,UR-3(CD),CD,no,none,NO,18.95,18.95,CMUD,CMUD,NO,44,,Mixed Use Activity Center,Northwest,,Goodwin_Alan,Lyte-Graham_Claire,,,2013/06/07 00:00:00+00,2013/11/25 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2013Petitions/Pages/2013-067.aspx,NO,Resid22,,,,,,,,416.0,,,,,,,,94041.31561279297,1294.079855843481,"{'lng': -80.8558612705589, 'lat': 35.35880532737604}"
567000,2008-044,"Cambridge Properties, Inc.",O-1(CD),MX-2(INNOV),CD,no,,,12.4,12.4,CMUD,CMUD,YES,52,249,Wedge,Northeast,Cornett_Kathy,Goodwin_Alan,Montgomery_Sandra,YES,,2007/12/26 00:00:00+00,2008/05/19 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,575901.4741821289,3615.3143661812783,"{'lng': -80.81457145652243, 'lat': 35.33682631877471}"
567001,2019-102,City of Charlotte,R-22MF,TOD-TR,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,89,,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,,,2019/07/17 11:05:10+00,2019/11/18 08:16:11+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,140746.41522216797,1778.917923454573,"{'lng': -80.78466967448568, 'lat': 35.255470860004515}"
567002,2017-027,Charlotte Mecklenburg Housing Partnership,R-22MF,UR-2(CD),CD,no,none,NO,3.804,3.804,CMUD,CMUD,YES,79,,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,,,2016/11/28 00:00:00+00,2017/03/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-027.aspx,,Retail,,,,,,,,,,,,,,,,34666.83239746094,750.1756501217258,"{'lng': -80.838239658213, 'lat': 35.25719006288931}"
567003,1986-004(C),,,R-12MF(CD),, ,,,,,,,,,,,,,,,,,,1986/03/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,782394.2823486328,4549.356817519291,"{'lng': -80.8204710189625, 'lat': 35.06522142489057}"
567004,2002-041,,R-4,R-5(CD),,no,,,,,,,,,,,,,,,,,,2002/05/20 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-041%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,1451286.1184692383,5953.300188763887,"{'lng': -80.82880688666302, 'lat': 35.28649006879717}"
567005,2018-103,Griffin Industrial Realty,I-1,I-2(CD),CD,no,none,NO,35.91,35.91,CMUD,CMUD,NO,"43,44",,Corridor,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2018/08/17 00:00:00+00,2018/12/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-103.aspx,,,,,,,,,,,,,,,,,,39196.449951171875,805.8071485948137,"{'lng': -80.82280259800127, 'lat': 35.354743199128066}"
567006,2019-102,City of Charlotte,O-2,TOD-NC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,110,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,75291.67791748047,1473.9100354892435,"{'lng': -80.8688452192157, 'lat': 35.196649020359736}"
567007,1997-034(C),,R-3,R-8(CD),,no,,,,,,,,,,,,,,,,,,1997/08/12 00:00:00+00,App,,,,2005078,10/12/2005,First Colony Group,shift access points. CDOT recommendation,,,,,,,,,,,,625482.8999023438,3167.956088794561,"{'lng': -80.77769966560575, 'lat': 35.37208110474549}"
567008,1989-007,,R-9MF,R-9,,no,,,,,,,,,,,,,,,,,,1989/04/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,376169.68896484375,3806.3751683366836,"{'lng': -80.8905688393718, 'lat': 35.175193016568386}"
567009,2005-135,The F.A. Bartlett Tree Expert Co.,R-3,RE-1(CD),CD,no,,,44.1189,101.6,CMUD,CMUD,NO,171,356,,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Manes_Tim,YES,,2005/06/18 00:00:00+00,2005/10/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-135%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,1921814.1577148438,6596.726440837684,"{'lng': -80.99936990109379, 'lat': 35.08211421488843}"
567010,2008-035,Charlotte Mecklenburg Housing Partnership,R-12MF(CD),NS,CD,no,,,10.41,10.41,,,YES,88,210,Corridor,Central,Howard_John,Dhindaw_Jaya,Drake_Tom,YES,,2007/11/16 00:00:00+00,2008/03/17 00:00:00+00,App, ,,Res_Off_Retail,,,,,,,,,,,,,,,,413253.1359863281,3043.9324726235473,"{'lng': -80.83681834223113, 'lat': 35.250623199198046}"
567011,1988-046,,O-6,UR-2,,no,,,,,,,,,,,,,,,,,,1988/07/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,31015.850463867188,698.2778431579907,"{'lng': -80.85201800393874, 'lat': 35.23720872004616}"
567012,2017-053,"Hopper Communities, Inc.",R-4,UR-2 (CD),CD,no,none,NO,0.86,0.86,CMUD,CMUD,YES,125,,Wedge,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,,,2017/02/24 00:00:00+00,2017/07/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-053.aspx,,Resid8,,,,,,,,,,,,,,,,15274.681335449219,609.1349383427765,"{'lng': -80.85066289328887, 'lat': 35.17702472352866}"
567013,2014-089,Hopper Comunities,R-22MF,UR-2(CD),CD,no,HD,,2.69,2.69,CMUD,CMUD,YES,88,,Wedge,Central,Gonzalez_Alberto,Jones_Michelle,,,NO,2014/07/28 00:00:00+00,2014/11/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-089.aspx,,Resid22,,,,,,,,,,,,,,,,44548.65380859375,843.3847150397585,"{'lng': -80.85972123213125, 'lat': 35.23585056037718}"
567014,2017-049,Lisa Hoover-Khojasteh,O-1 (CD),NS ,CD,no,none,NO,1.31,1.31,CMUD,CMUD,YES,177,,Wedge,South,Main_Kent,Grant Meacci,John Kinley,,,2017/02/24 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-049.aspx,,,,,,,,,,,,,,,,,,80862.09936523438,1254.0289491807744,"{'lng': -80.80789704600933, 'lat': 35.05948706973769}"
567015,2005-081,Nasif R Majeed,R-3,R-12MF,NC,no,,,17.7911,48.28,PRV,PRV,NO,93,284,,East,Mccullough_Melony,Vincent_Kourtnie,Waldron_Charlotte,WD,,2005/02/28 00:00:00+00,,Wd, ,,,,,,,,,,,,,,,,,,774979.8612060547,3758.4312906574423,"{'lng': -80.65125531287356, 'lat': 35.24844106013584}"
567016,1998-116,,R-3,O-1(CD),,no,,,,,,,,,,,,,,,,,,1999/05/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,260436.57788085938,2036.7819054417137,"{'lng': -80.77056215826693, 'lat': 35.05489460561618}"
567017,2019-040,"Aldersgate at Shalom Park, Inc.",R-I,INST,NC,no,none,NO,17.17,17.17,CMUD,CMUD,YES,136,,Wedge,South,Scott Correll,Grant Meacci,John Kinley,,,2019/03/01 00:00:00+00,2019/07/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-040.aspx,,,,,,,,,,,,,,,,,,292899.3101196289,2683.0244488037224,"{'lng': -80.7890857131249, 'lat': 35.147826130287946}"
567018,1990-017(C),,R-9,BP,,no,,,,,,,,,,,,,,,,,,1990/06/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,4522681.850280762,11100.833480365569,"{'lng': -80.82705397182873, 'lat': 35.36043937077117}"
567019,1990-028,,O-15(CD),O-15(CD),,SPA,,,,,,,,,,,,,,,,,,1990/05/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,330143.08319091797,2754.551725349553,"{'lng': -80.80688564845062, 'lat': 35.1896979687416}"
567020,2011-028,Charlotte-Mecklenburg Planning Commission,R-17MF,R-8,NC,no,CR/LW-PA,NO,,,,,,"63,66",,Wedge,Northwest,Gonzalez_Alberto,Goodwin_Alan,Lyte-Graham_Claire,,,,2011/07/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2011_Petitions/Pages/2011-028.aspx,YES,Resid8,,,,,,,,,,,,,,,,529397.3247680664,3797.2743568535843,"{'lng': -80.9781348519569, 'lat': 35.297659493025684}"
567021,2011-069,Charlotte-Mecklenburg Planning Department,right-of-way abandonment,B-2,NC,no,PED,NO,0.43,0.43,CMUD,CMUD,YES,101,33,Corridor,Central,Howard_John,Jones_Michelle,Lyte-Graham_Claire,,,2011/07/25 00:00:00+00,2011/11/14 00:00:00+00,App,,,Res_Off_Retail,,,,,,,,,,,,,,,,21614.08428955078,716.9573980164688,"{'lng': -80.81396709345336, 'lat': 35.21847887057276}"
567022,2011-074,Kids Going Bananas,R-8MF(CD),R-4,NC,no,None,NO,,,,,,,,Wedge,Northwest,McCullough_Melony,Goodwin_Alan,Lyte-Graham_Claire,,,,2012/01/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2011_Petitions/Pages/2011-074.aspx,NO,Resid4,,,,,,,,,,,,,,,,779194.1658325195,4405.43661607889,"{'lng': -80.93289656116704, 'lat': 35.29996342503191}"
567023,2019-102,City of Charlotte,B-2,TOD-NC,NC,no,HD,NO,1772.0,1772.0,CMUD,CMUD,YES,111,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,92710.29028320312,2114.146210226766,"{'lng': -80.85878886162635, 'lat': 35.20809533607301}"
567024,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,,,0.92,0.92,CMUD,CMUD,YES,102,148,Corridor,South-Transit,Main_Kent,Urban Design Team,Manes_Tim,YES,,2018/12/14 00:00:00+00,2019/04/15 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,11098.460266113281,559.4123482579566,"{'lng': -80.85820562133497, 'lat': 35.21434409523374}"
567025,2008-022,Centex Homes,BP(CD),BP(CD),CD,SPA,,,31.02,31.02,CMUD,CMUD,YES,"127,133",163,Wedge,Southwest,Gonzalez_Alberto,Urban Design Team,Manes_Tim,WD,,2007/10/31 00:00:00+00,,Wd, ,,,,,,,,,,,,,,,,,,119765.99816894531,2788.144061054697,"{'lng': -80.90867633831199, 'lat': 35.16424756343395}"
567026,2015-111,"North Wendover Partners, LLC",R-3,UR-2(CD),CD,no,none,NO,2.48,2.48,CMUD,CMUD,YES,124,,Wedge,East,Amanda Vari,Monica Holmes,Sanders_Sonja,,YES,2015/06/22 00:00:00+00,,Den,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-111.aspx,,,,,,,,,,,,,,,,,,140482.77880859375,1969.7377634866748,"{'lng': -80.80270661951549, 'lat': 35.18879868074937}"
567027,1995-058,,CC,CC,,SPA,,,,,,,,,,,,,,,,,,1995/09/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,600117.4635620117,3995.123539127523,"{'lng': -80.72555580465819, 'lat': 35.14497764147246}"
567028,2012-041,True Homes LLC,R-3(CD),R-3(CD),CD,SPA,None,,,28.31,,,,,,Wedge,Southwest,Gonzalez_Alberto,Goodwin_Alan,Fortune_Solomon,,,,2012/06/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2012_Petitions/Pages/2012-041.aspx,NO,Resid4,,,,,,,,,,,,,,,,1289767.2487792969,6181.634064286933,"{'lng': -80.9859119853431, 'lat': 35.11357566595356}"
567029,2017-109,"Enviro-Master International Franchise, LLC",MUDD-O,MUDD-O,CD,SPA,none,NO,1.793,1.793,CMUD,CMUD,YES,134,,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2017/06/23 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-109.aspx,,,,,,,,,,,,,,,,,,129361.87762451172,1465.0097618303355,"{'lng': -80.8939506791425, 'lat': 35.1641984045341}"
567030,1993-064A,,"O-2, B-1","R-4, R-8MF",,no,,,,,,,,,,,,,,,,,,1993/10/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,219010.07208251953,2256.247769878172,"{'lng': -80.78738660110345, 'lat': 35.2040779100113}"
567031,1993-092B,,B-2,B-1,,no,,,,,,,,,,,,,,,,,,1993/10/25 00:00:00+00,App,,,,,,,,,,,,,,,,,,,120752.47143554688,2164.4353747433706,"{'lng': -80.8634167024008, 'lat': 35.213720666549186}"
567032,2005-148,State Employees Credit Union,INST,O-1(CD),CD,no,,,7.5842,5.75,CMUD,CMUD,YES,72,267,,Northeast,Cornett_Kathy,Dixon_Bridget,Keplinger_Tammie,YES,,2005/07/24 00:00:00+00,2005/11/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,330370.40045166016,2445.4085208497213,"{'lng': -80.7401193620722, 'lat': 35.29830423758608}"
567033,2019-102,City of Charlotte,NS,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,112648.21295166016,1726.751795109885,"{'lng': -80.85500031343156, 'lat': 35.21644345314685}"
567034,1990-026(C),,R-15,B-1SCD,,no,,,,,,,,,,,,,,,,,,1990/08/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,434149.0197753906,3422.591903357255,"{'lng': -80.6568003843969, 'lat': 35.25235066428693}"
567035,2016-079,"Noda Greenway One, LLC & Noda Greenway Two, LLC",I-2,TOD-M(CD),CD,no,none,NO,18.3,18.3,CMUD,CMUD,YES,89,,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,,NO,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-079.aspx,,TOD-M,,,,,,,,,,,,,,,,638042.1096801758,4657.49472946071,"{'lng': -80.80088848512885, 'lat': 35.25225459880772}"
567036,1988-017(C),,RE-1,O-15(CD),,no,,,,,,,,,,,,,,,,,,1988/07/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,4318855.7673950195,14644.631925989717,"{'lng': -80.75557960456123, 'lat': 35.303271097004384}"
567037,2012-097,Time Warner Cable,O-15(CD),O-1(CD),CD,no,None,NO,8.56,7.02,CMUD,CMUD,YES,123,,Wedge,South,Main_Kent,Goodwin_Alan,Fortune_Solomon,,NO,2012/08/27 00:00:00+00,2012/12/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2012_Petitions/Pages/2012-097.aspx,NO,Util,,,,,,,,,,,,,,,,321698.48455810547,2425.0515932180783,"{'lng': -80.77587325975212, 'lat': 35.181130993183174}"
567038,1990-024,,"R-9MF, I-1, I-2",B-1SCD,,no,,,,,,,,,,,,,,,,,,1990/04/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,2319713.837890625,7361.550522628288,"{'lng': -80.89308229792721, 'lat': 35.2394260050417}"
567039,2005-014,The Provident Development Group,I-2,MX-2(INNOV),CD,no,,,11.64,596.46,PRV,PRV,NO,"84,106",378,,Southwest,Lyte-Graham_Claire,Howard_John,Keplinger_Tammie,YES, ,2004/10/25 00:00:00+00,2005/07/18 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-014%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,507038.15643310547,3135.152659880968,"{'lng': -80.99560873274996, 'lat': 35.23217915618029}"
567040,2004-116,The McAlpine Company,R-3,R-4,NC,no,,,27.8642,27.52,CMUD,CMUD,NO,132,366,,Southwest,Lyte-Graham_Claire, ,Keplinger_Tammie,WD, ,2004/06/29 00:00:00+00,,Wd, ,,,,,,,,,,,,,,,,,,1213759.4274291992,5803.053130824313,"{'lng': -80.97517590637176, 'lat': 35.15945090612898}"
567041,2013-100,"SMA Carolina, LLC",R-22MF,O-1(CD),CD,SPA,none,NO,1.2,1.2,CMUD,CMUD,YES,113,,Mixed Use Activity Center,East,McCullough_Melony,Dixon_Bridget,Lyte-Graham_Claire,,NO,2013/09/23 00:00:00+00,2014/01/21 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2013Petitions/Pages/2013-100.aspx,NO,Office1,,,,,,,,,,9000.0,,,,,,58460.309814453125,1137.7418494300894,"{'lng': -80.76033403771669, 'lat': 35.210853724837946}"
567042,2019-102,City of Charlotte,B-1SCD,TOD-CC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,126,,Corridor,North,Scott Correll,Grant Meacci,John Kinley,,,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,583625.5520019531,4018.7663226452064,"{'lng': -80.87843779344558, 'lat': 35.17692659055845}"
567043,1995-096,,R-3,R-8MF(CD),,no,,,,,,,,,,,,,,,,,,1996/01/22 00:00:00+00,App,,,,,,,,,,,,,,,,,,,543638.6589355469,3592.1288569292337,"{'lng': -80.82322506536008, 'lat': 35.08266680233764}"
567044,2002-026,,R-3,O-1(CD),,no,,,,,,,,,,,,,,,,,,2002/04/15 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-026%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,166712.04418945312,1902.4943545866756,"{'lng': -80.81189774042257, 'lat': 35.05739331179038}"
567045,2000-087,,R-3,I-1,,no,,,,,,,,,,,,,,,,,,2000/07/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1082889.9884033203,5262.860916002195,"{'lng': -80.94941244776774, 'lat': 35.16990600916639}"
567046,1988-067(C),,"R-12, RU",O-15(CD),,no,,,,,,,,,,,,,,,,,,1989/03/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,343238.2201538086,2669.50822119684,"{'lng': -80.94646802174289, 'lat': 35.32494550135992}"
567047,2017-030,DC Property,I-2(CD),I-2(CD),CD,SPA,LLW-CA,NO,7.972,7.972,CMUD,CMUD,YES,81,,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2016/11/28 00:00:00+00,2017/04/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-030.aspx,,,,,,,,,,,,,,,,,,321047.7456665039,2245.568016535305,"{'lng': -80.91511958110388, 'lat': 35.26764139418165}"
567048,2018-148,Beacon Partners,B-1,TOD-M(O),CD,no,none,NO,1.84,1.84,CMUD,CMUD,YES,"102,103",,Corridor,Central,Catherine Mahoney,Grant Meacci,Fortune_Solomon,,,2018/11/21 14:23:22+00,2019/05/20 14:23:40+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-148.aspx,,,,,,,,,,,,,,,,,,119811.2515258789,1555.2568506663035,"{'lng': -80.86072273904729, 'lat': 35.21391764285599}"
567049,1992-016(C),,R-3,R-17MF(CD),,no,,,,,,,,,,,,,,,,,,1992/07/13 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1146878.0637207031,4923.453432326299,"{'lng': -80.76704650681765, 'lat': 35.34405794578122}"
567050,1985-060(C),,,R-15(CD),, ,,,,,,,,,,,,,,,,,,1986/03/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,932588.8283081055,4481.079701964441,"{'lng': -80.94427563959115, 'lat': 35.151108380270486}"
567051,2008-102,The Drakeford Company,R-4,UR-2(CD),NC,no,,,0.82,0.82,CMUD,CMUD,YES,110,141,Wedge,South-Transit,Main_Kent,Goodwin_Alan,Manes_Tim,NO,Yes,2008/04/21 00:00:00+00,2009/03/19 00:00:00+00,Den,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2008Petitions/Pages/2008-102.aspx,,,,,,,,,,,,,,,,,,40090.9033203125,825.440683348388,"{'lng': -80.86649894062064, 'lat': 35.198238060721316}"
567052,1997-033,,R-22MF,I-1,,no,,,,,,,,,,,,,,,,,,1997/05/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,552869.5031738281,4466.197385837939,"{'lng': -80.91381780934742, 'lat': 35.23040447528734}"
567053,2016-094,"The Berry Company, LLC",O-1,MUDD-O,CD,no,none,NO,0.82,0.82,CMUD,CMUD,YES,167,,Mixed Use Activity Center,South,Main_Kent,Grant Meacci,John Kinley,,,2016/04/18 00:00:00+00,2016/09/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-094.aspx,,Mix26,,,,,,,,,,,,,,,,50568.618713378906,1004.843881752811,"{'lng': -80.8530316711744, 'lat': 35.088792177339066}"
567054,2006-158,Charlotte-Mecklenburg Planning Commission,B-1,R-22MF,NC,no,HD,,0.4,0.4,CMUD,CMUD,YES,102,147,,Central,Cornett_Kathy,Howard_John,Keplinger_Tammie,YES,,2006/08/23 00:00:00+00,2007/01/16 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,12923.280456542969,512.5768004271658,"{'lng': -80.84478835581342, 'lat': 35.21299391354882}"
567055,2007-079,Charter Properties Cambridge Properties,B-1,NS,CD,no,,,74.4,74.4,CMUD,CMUD,YES,54,268,Corridor,Northeast-Transit,Cornett_Kathy,Howard_John,Lyte-Graham_Claire,YES,,2007/03/26 00:00:00+00,2007/11/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2007/071_082/2007-079%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,137649.38500976562,1776.7960915142587,"{'lng': -80.70914005129083, 'lat': 35.33605361955647}"
567056,2019-102,City of Charlotte,O-2,TOD-NC,NC,no,HD,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Wedge,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,134433.48992919922,1818.4823145321402,"{'lng': -80.85567089386151, 'lat': 35.21208021043746}"
567057,2008-030,"BRC Salome Church, LLC",R-3,R-17MF(CD),CD,no,,,15.1,15.1,CMUD,CMUD,YES,54,261,Corridor,Northeast,Cornett_Kathy,Urban Design Team,Keplinger_Tammie,YES,,2007/11/13 00:00:00+00,2008/03/17 00:00:00+00,Den,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2008Petitions/Pages/2008-030.aspx,,,,,,,,,,,,,,,,,,113340.85028076172,1404.9358022325248,"{'lng': -80.71806257774236, 'lat': 35.337007994587125}"
567058,2006-049,"Capstone-Fourth Ward, LLC",UMUD,UMUD-O,CD,no,None,,0.85,0.85,CMUD,CMUD,YES,102,8,,Centercity,Thilo_Dan,Thilo_Dan,Manes_Tim,YES,,2006/01/12 00:00:00+00,2006/03/20 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,56044.974182128906,1085.0970337398478,"{'lng': -80.84529863103272, 'lat': 35.232774379070676}"
567059,1989-047(C),,R-12,R-15MF(CD),,no,,,,,,,,,,,,,,,,,,1989/12/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,69182.43682861328,1066.7797487676387,"{'lng': -80.73309183187494, 'lat': 35.26440588751815}"
567060,2005-060,"Pappas Properties Development, LLC",B-1,UR-C(CD),CD,no,,,2.0601,24.83,CMUD,CMUD,YES,"102,111","14,15",,Southeast-Transit,Johnson_Garet,Vincent_Kourtnie,Waldron_Charlotte,YES,,2005/01/24 00:00:00+00,2005/05/16 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-060%20Approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,89740.82263183594,1480.301081848998,"{'lng': -80.8349169428952, 'lat': 35.211431526053225}"
567061,2002-007,Moody Lake Office Park,I-1(CD),O-2,,,,,,,,,,,,,,,,,,,,2002/04/15 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-007%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,316650.7414550781,4423.725147723324,"{'lng': -80.94873899968688, 'lat': 35.150688466621475}"
