,NPA,year,Petitioner,FromZone,ToZone,Type,SPA,INNOV,Acres,Water,Sewer,CityLimit,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Received,Approved,Decision,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,low_birthweight,public_health_insurance,age_of_death,impervious_surface,water_consumption,neighborhood_school_attendance,highschool_graduation_rate,proficiency_elementary_school,proficiency_middle_school,proficiency_high_school,student_absenteeism,voters_participating,neighborhood_organizations,voter_participation,vacant_land,population_density,population,transit_ridership,street_connectivity,bicycle_friendliness
293,76,2016,"MPV Properties, LLC",R-3,O-1(CD),CD,no,NO,3.48,CMUD,CMUD,YES,Wedge,,Alberto Gonzalez,Grant Meacci,Lyte-Graham_Claire,2015/12/23 00:00:00+00,2016/05/16 00:00:00+00,App,1.0,3.0,77.0,0.0,1.0,,68.0,7.9,155.0,59.7,78.0,60.75,40.4,64.9,4.0,1630.0,,79.0,19.4,3.0,3335.0,,1.12,1.2
294,76,2017,"Sweetgrass Residential Partners, LLC",R-3,R-12MF(CD),CD,no,NO,30.0,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Lyte-Graham_Claire,2017/06/23 00:00:00+00,2018/09/24 00:00:00+00,App,,3.0,,1.0,,7.0,,7.9,,62.0,100.0,57.9,43.1,26.1,6.0,366.0,,15.0,19.3,3.0,3390.0,,1.12,1.3
295,76,2017,"Sweetgrass Residential Partners, LLC",R-3,R-12MF(CD),CD,no,NO,30.0,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Lyte-Graham_Claire,2017/06/23 00:00:00+00,2018/09/24 00:00:00+00,App,,3.0,,1.0,,7.0,,7.9,,62.0,100.0,57.9,43.1,26.1,6.0,366.0,,15.0,19.3,3.0,3390.0,,1.12,1.3
296,76,2017,"Sweetgrass Residential Partners, LLC",R-3,BD(CD),CD,no,NO,30.0,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Lyte-Graham_Claire,2017/06/23 00:00:00+00,2018/09/24 00:00:00+00,App,,3.0,,1.0,,7.0,,7.9,,62.0,100.0,57.9,43.1,26.1,6.0,366.0,,15.0,19.3,3.0,3390.0,,1.12,1.3
297,76,2016,Steele Creek (1997) LLC,CC,CC,CD,SPA,NO,11.73,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/09/26 00:00:00+00,2017/01/17 00:00:00+00,App,1.0,3.0,77.0,0.0,1.0,,68.0,7.9,155.0,59.7,78.0,60.75,40.4,64.9,4.0,1630.0,,79.0,19.4,3.0,3335.0,,1.12,1.2
298,76,2017,"The Woda Group, Inc.",R-3,R-12MF(CD),CD,no,NO,7.05,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/12/15 00:00:00+00,2018/04/16 00:00:00+00,App,,3.0,,1.0,,7.0,,7.9,,62.0,100.0,57.9,43.1,26.1,6.0,366.0,,15.0,19.3,3.0,3390.0,,1.12,1.3
299,77,2018,Profile Homes LLC,R-3,R-12MF(CD),CD,no,NO,4.35,CMUD,CMUD,YES,Wedger,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/06/08 00:00:00+00,2018/11/19 11:04:54+00,App,,1215.0,,54.0,,,,13,140.0,,,,,,,1526.0,,56.0,28.1,6.0,5969.0,,1.19,1.4
300,77,2018,Profile Homes LLC,B-D(CD),R-12MF(CD),CD,no,NO,4.35,CMUD,CMUD,YES,Wedger,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/06/08 00:00:00+00,2018/11/19 11:05:14+00,App,,1215.0,,54.0,,,,13,140.0,,,,,,,1526.0,,56.0,28.1,6.0,5969.0,,1.19,1.4
301,77,2018,Adam Florenza,R-3,UR-2(CD),CD,no,NO,12.5,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Lyte-Graham_Claire,2018/03/13 00:00:00+00,2018/07/16 00:00:00+00,App,,1215.0,,54.0,,,,13,140.0,,,,,,,1526.0,,56.0,28.1,6.0,5969.0,,1.19,1.4
302,77,2016,"BNA Homes, LLC",R-3,BD(CD),CD,no,NO,9.52,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/11/20 00:00:00+00,2016/05/16 00:00:00+00,App,2.6,1220.0,72.1,54.0,6.5,,68.0,13,142.0,61.7,88.0,57.8,40.6,43.9,6.0,2103.0,,70.0,28.1,6.0,5972.0,,1.19,1.4
303,77,2016,"Stor-All Properties, Inc.",R-3,BD(CD),CD,no,NO,4.09,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/11/20 00:00:00+00,,Den,2.6,1220.0,72.1,54.0,6.5,,68.0,13,142.0,61.7,88.0,57.8,40.6,43.9,6.0,2103.0,,70.0,28.1,6.0,5972.0,,1.19,1.4
304,77,2016,"BNA Homes, LLC",R-3,R-12MF(CD),CD,no,NO,9.52,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/11/20 00:00:00+00,2016/05/16 00:00:00+00,App,2.6,1220.0,72.1,54.0,6.5,,68.0,13,142.0,61.7,88.0,57.8,40.6,43.9,6.0,2103.0,,70.0,28.1,6.0,5972.0,,1.19,1.4
305,77,2018,Mattamy Homes,R-3,R-8MF(CD),CD,no,NO,38.4,CMUD,CMUD,NO,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/08/23 00:00:00+00,2019/07/15 00:00:00+00,App,,1215.0,,54.0,,,,13,140.0,,,,,,,1526.0,,56.0,28.1,6.0,5969.0,,1.19,1.4
306,78,2014,"Moss Road Development Partners, LLC",NS,NS,CD,SPA,NO,2.81,CMUD,CMUD,YES,Wedge,Southwest,,Dixon_Bridget,Lyte-Graham_Claire,2014/03/24 00:00:00+00,2015/02/18 00:00:00+00,App,2.8,265.0,61.1,30.0,4.2,9.0,67.0,,146.0,57.0,68.0,49.23076923076923,45.0,47.05882352941176,7.419354838709677,478.0,0.0,51.0,,,,33.0,,
307,78,2019,"LIDL US Operations, LLC",NS,NS,CD,SPA,NO,2.84,CMUD,CMUD,YES,Wedge,West,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2019/01/14 10:31:19+00,2019/05/20 14:38:46+00,App,,,,,,,,,,,,,,,,,,,,,,,,
308,80,2014,Nasir Ahmad,RE-3,RE-3,CD,SPA,NO,2.91,CMUD,CMUD,YES,Corridor,Northeast,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2014/04/28 00:00:00+00,2014/09/15 00:00:00+00,App,0.0,0.0,59.3,0.0,11.9,8.0,,,108.0,77.18,100.0,51.28205128205128,23.076923076923077,12.5,10.32258064516129,272.0,2.0,36.0,,,,,,
309,80,2019,"York Acquisitions, LLC",R-3,R-12MF(CD),CD,no,NO,23.99,CMUD,CMUD,YES,Corridor,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/09/20 08:08:24+00,2020/03/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
310,80,2019,"York Acquisitions, LLC",R-12(CD),R-12MF(CD),CD,no,NO,23.99,CMUD,CMUD,YES,Corridor,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/09/20 08:08:24+00,2020/03/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
311,80,2018,Collin Wolf,O-1(CD),O-1,NC,no,NO,3.22,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/06/08 00:00:00+00,2018/11/19 00:00:00+00,App,,0.0,,0.0,,,,5.7,111.0,,,,,,,453.0,,50.0,52.7,3.0,2211.0,,1.27,1.3
312,80,2017,Church of Jesus Christ of Latter-day Saints,O-1(CD),B-1,NC,no,NO,2.5,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/07/21 00:00:00+00,2017/10/16 00:00:00+00,App,,0.0,,0.0,,10.0,,5.7,,70.0,100.0,41.5,40.7,,11.0,110.0,,9.0,52.7,3.0,2218.0,,1.27,1.3
313,82,2019,"Continental 475 Fund, LLC",R-3,R-12MF(CD),CD,no,NO,30.73,CMUD,CMUD,YES,Wedge,West,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2019/02/15 13:35:45+00,2020/01/21 00:00:02+00,App,,,,,,,,,,,,,,,,,,,,,,,,
314,82,2018,"SCBP Developer, LLC",O-1(CD),O-1(CD),CD,SPA,NO,8.65,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/07/12 00:00:00+00,2018/11/19 11:12:43+00,App,,589.0,,50.0,,,,21.4,168.0,,,,,,,855.0,,61.0,26.5,9.0,3321.0,,1.24,1.5
315,83,2018,"Thomas Concrete of Carolina, Inc.",I-1,I-2(CD),CD,no,NO,7.0,CMUD,CMUD,NO,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/10/17 09:13:08+00,2019/02/18 09:13:29+00,App,,0.0,,0.0,,,,2.7,108.0,,,,,,,101.0,,41.0,59.7,0.0,882.0,,1.02,1.1
316,83,2016,"Cresent Communities, LLC; Lincoln Harris",R-5,MUDD-O,CD,no,NO,,,,NO,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/03/28 00:00:00+00,2016/11/21 00:00:00+00,App,1.9,0.0,55.8,0.0,1.9,,69.0,2.7,173.0,83.8,89.0,32.26,26.4,42.1,13.0,431.0,,73.0,59.7,0.0,852.0,,1.02,1.1
317,83,2016,"Cresent Communities, LLC; Lincoln Harris",R-5,MX-2,CD,no,NO,,,,NO,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/03/28 00:00:00+00,2016/11/21 00:00:00+00,App,1.9,0.0,55.8,0.0,1.9,,69.0,2.7,173.0,83.8,89.0,32.26,26.4,42.1,13.0,431.0,,73.0,59.7,0.0,852.0,,1.02,1.1
318,83,2016,"Cresent Communities, LLC; Lincoln Harris",R-3,MUDD-O,CD,no,NO,,,,NO,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/03/28 00:00:00+00,2016/11/21 00:00:00+00,App,1.9,0.0,55.8,0.0,1.9,,69.0,2.7,173.0,83.8,89.0,32.26,26.4,42.1,13.0,431.0,,73.0,59.7,0.0,852.0,,1.02,1.1
319,83,2016,"Cresent Communities, LLC; Lincoln Harris",I-1,MUDD-O,CD,no,NO,,,,NO,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/03/28 00:00:00+00,2016/11/21 00:00:00+00,App,1.9,0.0,55.8,0.0,1.9,,69.0,2.7,173.0,83.8,89.0,32.26,26.4,42.1,13.0,431.0,,73.0,59.7,0.0,852.0,,1.02,1.1
320,83,2019,"Culp Road Materials, LLC",R-3,I-2(CD),CD,no,NO,34.6,CMUD,CMUD,NO,Wedge,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/06/04 09:02:52+00,2019/12/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
321,83,2019,"Culp Road Materials, LLC",R-MH,I-2(CD),CD,no,NO,34.6,CMUD,CMUD,NO,Wedge,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/06/04 09:02:52+00,2019/12/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
322,83,2016,"Cresent Communities, LLC; Lincoln Harris",R-3,MX-2,CD,no,NO,,,,NO,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/03/28 00:00:00+00,2016/11/21 00:00:00+00,App,1.9,0.0,55.8,0.0,1.9,,69.0,2.7,173.0,83.8,89.0,32.26,26.4,42.1,13.0,431.0,,73.0,59.7,0.0,852.0,,1.02,1.1
323,84,2018,Pollack Shores,MX-1,R-17MF(CD),CD,no,NO,28.05,CMUD,CMUD,NO,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/02/23 00:00:00+00,2018/06/18 00:00:00+00,App,,0.0,,0.0,,,,1.8,137.0,,,,,,,79.0,,64.0,48.5,0.0,703.0,,1.16,1.3
324,84,2017,"Shiva Development, LLC",R-3,I-1(CD),NC,no,NO,4.867,CMUD,CMUD,NO,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/12/04 00:00:00+00,,Wd,,0.0,,0.0,,14.0,,1.8,,72.0,,50.0,33.3,,19.0,12.0,,7.0,48.5,0.0,618.0,,1.16,1.3
325,84,2018,Pollack Shores,R-3,R-17MF(CD),CD,no,NO,28.05,CMUD,CMUD,NO,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/02/23 00:00:00+00,2018/06/18 00:00:00+00,App,,0.0,,0.0,,,,1.8,137.0,,,,,,,79.0,,64.0,48.5,0.0,703.0,,1.16,1.3
326,84,2018,Pollack Shores,CC,R-17MF(CD),CD,no,NO,28.05,CMUD,CMUD,NO,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/02/23 00:00:00+00,2018/06/18 00:00:00+00,App,,0.0,,0.0,,,,1.8,137.0,,,,,,,79.0,,64.0,48.5,0.0,703.0,,1.16,1.3
327,84,2017,"SL Horton Road, LLC",R-3,I-1(CD),CD,no,NO,42.6,CMUD,CMUD,NO,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/11/27 00:00:00+00,2018/03/19 00:00:00+00,App,,0.0,,0.0,,14.0,,1.8,,72.0,,50.0,33.3,,19.0,12.0,,7.0,48.5,0.0,618.0,,1.16,1.3
328,84,2015,Pappas Properties,R-17MF(CD),CC,CD,no,NO,7.85,CMUD,CMUD,NO,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/09/25 00:00:00+00,,Wd,,0.0,,0.0,,12.0,,1.6,,70.59,,66.6666666666667,29.41,,21.1538461538462,14.0,0.0,6.0,48.5,0.0,695.0,20.0,1.17,1.3
329,88,2018,Lakewood Apartments LLC,R-5,B-2(CD),CD,no,NO,0.48,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2018/11/06 08:53:58+00,2019/05/20 14:19:36+00,App,,0.0,,0.0,,,,14.7,113.0,,,,,,,333.0,,52.0,11.2,3.0,1268.0,,1.21,1.8
330,88,2019,DRB Group,I-2(CD),UR-C(CD),CD,no,NO,11.48,CMUD,CMUD,YES,Wedge,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/11/27 08:36:26+00,2020/05/18 16:48:49+00,App,,,,,,,,,,,,,,,,,,,,,,,,
331,91,2014,Charlotte-Mecklenburg Planning Department,No Zoning,R-4,NC,no,NO,9.0,CMUD,CMUD,NO,Wedge,East,Osborne_Alysia,Dixon_Bridget,Sanders_Sonja,2014/08/25 00:00:00+00,2015/09/21 00:00:00+00,App,6.6,0.0,65.6,0.0,3.3,22.0,62.0,,161.0,71.01,88.0,35.22727272727273,32.97872340425532,44.44444444444444,13.856812933025402,527.0,1.0,52.0,,,,0.0,,
332,93,2017,WaterWalk Real Estate Services LLC,I-1,O-2(CD),CD,no,NO,5.75,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/12/15 00:00:00+00,2018/04/16 00:00:00+00,App,,620.0,,99.0,,20.0,,23.4,,56.0,100.0,32.7,23.8,22.2,14.0,33.0,,4.0,25.3,2.0,1376.0,,1.23,1.3
333,93,2017,WaterWalk Real Estate Services LLC,B-D(CD),O-2(CD),CD,no,NO,5.75,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/12/15 00:00:00+00,2018/04/16 00:00:00+00,App,,620.0,,99.0,,20.0,,23.4,,56.0,100.0,32.7,23.8,22.2,14.0,33.0,,4.0,25.3,2.0,1376.0,,1.23,1.3
334,93,2020,RIAB Properties LLC,R-3,O-2,NC,no,NO,2.9619999999999997,CMUD,CMUD,YES,Corridor,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/12/23 14:10:06+00,2020/06/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
335,93,2020,RIAB Properties LLC,I-1,O-2,NC,no,NO,2.9619999999999997,CMUD,CMUD,YES,Corridor,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/12/23 14:10:06+00,2020/06/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
336,94,2016,Central Piedmont Community College,INST,O-1,NC,no,NO,8.11,CMUD,CMUD,YES,Corridor,South,Main_Kent,Grant Meacci,John Kinleyi,2016/05/18 00:00:00+00,2016/10/17 00:00:00+00,App,8.3,124.0,36.1,33.0,11.1,,65.0,20,149.0,79.9,88.0,19.05,28.3,31.3,17.0,542.0,,75.0,16.9,2.0,1101.0,,1.27,1.5
337,94,2019,"C4 Investments, LLC",INST,R-22MF,NC,no,NO,10.54,CMUD,CMUD,YES,Corridor,South,Kent Main,Grant Meacci,John Kinley,2018/12/19 13:12:02+00,2019/05/20 14:35:31+00,App,,,,,,,,,,,,,,,,,,,,,,,,
338,94,2016,Central Piedmont Community College,B-1(CD),INST,NC,no,NO,10.6,CMUD,CMUD,YES,Corridor,South,Main_Kent,Grant Meacci,John Kinleyi,2016/05/18 00:00:00+00,2016/10/17 00:00:00+00,App,8.3,124.0,36.1,33.0,11.1,,65.0,20,149.0,79.9,88.0,19.05,28.3,31.3,17.0,542.0,,75.0,16.9,2.0,1101.0,,1.27,1.5
339,96,2015,Whitehall Corporate Ctr. Dev. Limited Partnership,MUDD-O,MUDD-O,CD,SPA,NO,15.16,CMUD,CMUD,YES,Mixed Use Activity Center,Southwest,Catherine Stutts,Dixon_Bridget,Lyte-Graham_Claire,2015/03/23 00:00:00+00,2015/10/19 00:00:00+00,App,,769.0,,43.0,,15.0,,22.7,,52.22,76.0,43.1372549019608,26.47,48.28,11.2334801762115,178.0,1.0,10.0,28.0,6.0,4272.0,100.0,1.17,1.3
340,96,2015,Whitehall Corporate Ctr. Dev. Limited Partnership,BP(CD),MUDD-O,CD,no,NO,15.16,CMUD,CMUD,YES,Mixed Use Activity Center,Southwest,Catherine Stutts,Dixon_Bridget,Lyte-Graham_Claire,2015/03/23 00:00:00+00,2015/10/19 00:00:00+00,App,,769.0,,43.0,,15.0,,22.7,,52.22,76.0,43.1372549019608,26.47,48.28,11.2334801762115,178.0,1.0,10.0,28.0,6.0,4272.0,100.0,1.17,1.3
341,97,2015,SIM USA,INST(CD),INST(CD),CD,SPA,NO,108.86,CMUD,CMUD,YES,Wedge,Southwest,,Dixon_Bridget,,2014/10/26 00:00:00+00,2015/02/18 00:00:00+00,App,,66.0,,4.0,,10.0,,16.2,,58.37,91.0,50.4132231404959,36.27,65.22,10.2908277404922,271.0,3.0,15.0,4.4,7.0,3794.0,67.0,1.08,1.3
342,98,2017,"JDSI, LLC by Judson Stringfellow",R-3,R-6,NC,no,NO,13.99,CMUD,CMUD,YES,Wedge,East,Amanda Rosen,Monica Holmes,Sonja Sanders,2017/09/25 00:00:00+00,2018/03/19 00:00:00+00,App,,9.0,,1.0,,20.0,,4.9,,68.0,100.0,43.2,35.3,28.2,11.0,335.0,,17.0,29.0,2.0,2862.0,,1.08,1.1
343,98,2017,"JDSI, LLC by Judson Stringfellow",R-3,R-6,NC,no,NO,13.99,CMUD,CMUD,YES,Wedge,East,Amanda Rosen,Monica Holmes,Sonja Sanders,2017/09/25 00:00:00+00,2018/03/19 00:00:00+00,App,,9.0,,1.0,,20.0,,4.9,,68.0,100.0,43.2,35.3,28.2,11.0,335.0,,17.0,29.0,2.0,2862.0,,1.08,1.1
344,98,2019,"JDSI, LLC",NS,R-8,NC,no,NO,14.25,CMUD,CMUD,YES,Wedge,East,Mandy Rosen,Grant Meacci,Will Linville,2019/05/20 08:50:28+00,2019/11/18 13:53:52+00,App,,,,,,,,,,,,,,,,,,,,,,,,
345,100,2017,Mecklenburg County Park and Recreation,I-1,INST(CD),CD,no,NO,90.45,CMUD,CMUD,YES,Corridor,East,Sanders_Sonja,Monica Holmes,Sanders_Sonja,2017/04/13 00:00:00+00,2017/10/16 00:00:00+00,App,,260.0,,35.0,,32.0,,20.9,,73.0,81.0,28.1,24.0,39.1,19.0,265.0,,21.0,2.8,2.0,1748.0,,1.05,1.3
346,100,2017,Mecklenburg County Park and Recreation,R-17MF,INST(CD),CD,no,NO,90.45,CMUD,CMUD,YES,Corridor,East,Sanders_Sonja,Monica Holmes,Sanders_Sonja,2017/04/13 00:00:00+00,2017/10/16 00:00:00+00,App,,260.0,,35.0,,32.0,,20.9,,73.0,81.0,28.1,24.0,39.1,19.0,265.0,,21.0,2.8,2.0,1748.0,,1.05,1.3
347,100,2017,Mecklenburg County Park and Recreation,B-1,INST(CD),CD,no,NO,90.45,CMUD,CMUD,YES,Corridor,East,Sanders_Sonja,Monica Holmes,Sanders_Sonja,2017/04/13 00:00:00+00,2017/10/16 00:00:00+00,App,,260.0,,35.0,,32.0,,20.9,,73.0,81.0,28.1,24.0,39.1,19.0,265.0,,21.0,2.8,2.0,1748.0,,1.05,1.3
348,103,2015,"Carolina States Regional Center, LLC",B-2,TOD-RO,CD,no,NO,15.43,CMUD,CMUD,YES,Corridor,Northeast,Cornett_Kathy,Goodwin_Alan,,2014/11/24 00:00:00+00,2015/05/18 00:00:00+00,App,,0.0,,0.0,,40.0,,19.2,,76.89,85.0,26.9230769230769,14.81,46.67,10.5263157894737,37.0,0.0,8.0,19.4,12.0,1567.0,729.0,1.08,1.5
349,109,2018,Andy Bilmanis,BP,BD-CD,CD,no,NO,7.37,CMUD,CMUD,NO,Mixed Use Activity Center,Northwest,Alberto Gonzalez,Grant Meacci,Lyte-Graham_Claire,2018/03/21 00:00:00+00,,Wd,,392.0,,40.0,,,,10.5,206.0,,,,,,,377.0,,67.0,16.4,2.0,2676.0,,1.12,1.2
350,110,2016,"MT Island Promenade, LLC",NS,NS,CD,SPA,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,,79.0,20.1,1.0,1856.0,,1.08,1.2
351,110,2016,"MT Island Promenade, LLC",NS,O1(CD),CD,no,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,,79.0,20.1,1.0,1856.0,,1.08,1.2
352,110,2016,"MT Island Promenade, LLC",BD(CD),CC,CD,no,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,,79.0,20.1,1.0,1856.0,,1.08,1.2
353,110,2016,"MT Island Promenade, LLC",NS,CC,CD,no,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,,79.0,20.1,1.0,1856.0,,1.08,1.2
354,110,2017,Sean Brady,R-3,R-12MF,NC,no,NO,8.557,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/11/27 00:00:00+00,2018/03/19 00:00:00+00,App,,251.0,,32.0,,8.0,,5.7,,64.0,100.0,45.7,35.2,18.2,13.0,199.0,,18.0,20.1,1.0,1870.0,,1.08,1.1
355,110,2018,James Poutier,R-3,NS,CD,no,NO,5.5,CMUD,CMUD,YES,Mixed Use Activity Center,North,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/10/15 09:22:26+00,2019/09/16 08:16:00+00,App,,246.0,,32.0,,,,6.2,136.0,,,,,,,614.0,,69.0,20.1,1.0,1865.0,,1.13,1.2
356,110,2016,"MT Island Promenade, LLC",NS,NS,CD,SPA,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,,79.0,20.1,1.0,1856.0,,1.08,1.2
357,110,2019,Novant Health,NS,O-1(CD),CD,no,NO,33.16,CMUD,CMUD,YES,Mixed Use Activity Center,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/04/08 15:33:28+00,2019/09/16 08:42:23+00,App,,,,,,,,,,,,,,,,,,,,,,,,
358,110,2016,"MT Island Promenade, LLC",R-3,O1(CD),CD,no,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,,79.0,20.1,1.0,1856.0,,1.08,1.2
359,110,2016,"MT Island Promenade, LLC",BD(CD),NS,CD,SPA,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,,79.0,20.1,1.0,1856.0,,1.08,1.2
360,110,2016,"MT Island Promenade, LLC",BD(CD),MUDD-O,CD,no,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,,79.0,20.1,1.0,1856.0,,1.08,1.2
361,110,2017,"Saturday Night, LLC",R-3,I-1(CD),CD,no,NO,3.78,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/02/24 00:00:00+00,2017/12/18 00:00:00+00,App,,251.0,,32.0,,8.0,,5.7,,64.0,100.0,45.7,35.2,18.2,13.0,199.0,,18.0,20.1,1.0,1870.0,,1.08,1.1
